Id,ActivityDay,Calories,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes
6117666160,5/2/16,2044,4933,3.73,3.73,0,0,0,3.73,0,0,0,236,1204
6290855005,5/2/16,2725,6781,5.13,5.13,0,0,0,5.11,0.02,0,0,268,1172
8053475328,5/2/16,1988,1969,1.43,1.43,0,0,0,1.43,0,0,0,95,1345
8583815059,5/2/16,2894,8469,6.61,6.61,0,0,0,0,0,0,0,0,1440
8792009665,5/2/16,2015,1831,1.17,1.17,0,0,0,1.17,0,0,0,101,916
8877689391,5/2/16,2189,4790,3.64,3.64,0,0,0,3.56,0,0,0,105,1335
1624580081,5/3/16,1334,2100,1.37,1.37,0,0,0,1.34,0.02,0,0,96,1344
1927972279,5/3/16,2195,1326,0.92,0.92,0,0.73,0,0.18,0,10,0,17,1413
2026352035,5/3/16,1604,5992,3.72,3.72,0,0,0,3.72,0,0,0,304,981
4020332650,5/3/16,2828,4496,3.22,3.22,0,0,0,3.15,0.05,0,0,174,950
4702921684,5/3/16,3145,9454,7.67,7.67,0,0,0,7.67,0,0,0,313,729
6290855005,5/3/16,2671,6047,4.57,4.57,0,0,0,4.57,0,0,0,240,1200
8583815059,5/3/16,3212,12015,9.37,9.37,0,0,0,0,0,0,0,0,1440
8792009665,5/3/16,2297,2421,1.55,1.55,0,0,0,1.55,0,0,0,156,739
1624580081,5/4/16,1368,2193,1.43,1.43,0,0,0,1.42,0,0,0,118,1322
1644430081,5/4/16,2222,2309,1.68,1.68,0,0,0,1.66,0.02,0,0,52,1388
1844505072,5/4/16,1549,2080,1.37,1.37,0,0,0,1.37,0,0,0,87,1353
1927972279,5/4/16,2338,1786,1.24,1.24,0,0,0,1.24,0,0,0,87,1353
2026352035,5/4/16,1658,6564,4.07,4.07,0,0,0,4.07,0,0,0,345,530
2320127002,5/4/16,1426,1201,0.81,0.81,0,0,0,0.81,0,0,0,52,1388
2873212765,5/4/16,2015,8278,5.56,5.56,0,0,0,5.56,0,0,0,420,1020
4445114986,5/4/16,2070,2923,1.96,1.96,0,0,0,1.96,0,0,0,180,897
4558609924,5/4/16,1842,5232,3.46,3.46,0,0,0,3.46,0,0,0,252,1188
5553957443,5/4/16,1698,4249,2.77,2.77,0,0,0,2.77,0,0,0,224,651
6117666160,5/4/16,1902,2997,2.26,2.26,0,0,0,2.26,0,0,0,156,1279
6290855005,5/4/16,2718,5832,4.41,4.41,0,0,0,4.4,0.01,0,0,272,1168
8583815059,5/4/16,2516,3588,2.8,2.8,0,0,0,0,0,0,0,0,1440
8792009665,5/4/16,2067,2283,1.46,1.46,0,0,0,1.46,0,0,0,129,848
1624580081,5/5/16,1370,2470,1.61,1.61,0,0,0,1.58,0.02,0,0,117,1323
1844505072,5/5/16,1589,2237,1.48,1.48,0,0,0,1.48,0,0,0,120,1320
2026352035,5/5/16,1926,12167,7.54,7.54,0,0,0,7.54,0,0,0,475,479
6117666160,5/5/16,2636,9799,7.4,7.4,0,0,0,7.4,0,0,0,487,479
6290855005,5/5/16,2682,6339,4.79,4.79,0,0,0,4.79,0,0,0,239,1201
8583815059,5/5/16,3266,12427,9.69,9.69,0,0,0,1.18,0,0,0,70,1370
1624580081,5/6/16,1341,1727,1.12,1.12,0,0,0,1.12,0.01,0,0,102,1338
1844505072,5/6/16,1351,44,0.03,0.03,0,0,0,0.03,0,0,0,2,1438
1927972279,5/6/16,2383,2091,1.45,1.45,0,0,0,1.45,0,0,0,108,1332
2026352035,5/6/16,1736,8198,5.08,5.08,0,0,0,5.08,0,0,0,383,511
2320127002,5/6/16,1742,4878,3.29,3.29,0,0,0,3.29,0,0,0,204,1236
4020332650,5/6/16,2704,4369,3.13,3.13,0,0,0,3.1,0.01,0,0,177,855
4445114986,5/6/16,2211,4514,3.03,3.03,0,0,0,3.03,0,0,0,229,809
4558609924,5/6/16,1722,3755,2.48,2.48,0,0,0,2.48,0,0,0,202,1238
6290855005,5/6/16,2806,6116,4.62,4.62,0,0,0,4.59,0.03,0,0,305,1135
1624580081,5/7/16,1474,2104,1.37,1.37,0,0,0,1.37,0,0,0,182,1258
1927972279,5/7/16,2229,1510,1.04,1.04,0,0,0,1.04,0,0,0,48,1392
2320127002,5/7/16,1972,7379,4.97,4.97,0,0,0,4.97,0,0,0,319,1121
4020332650,5/7/16,2975,6132,4.4,4.4,0,0,0,3.58,0,0,0,184,1256
5553957443,5/7/16,1494,1868,1.22,1.22,0,0,0,1.22,0,0,0,96,902
6117666160,5/7/16,2469,7336,5.54,5.54,0,0,0,5.54,0,0,0,412,456
6290855005,5/7/16,2613,5510,4.17,4.17,0,0,0,4.16,0,0,0,227,1213
6962181067,5/7/16,1947,6815,4.5,4.5,0,0,0,4.5,0,0,0,328,745
8378563200,5/7/16,2799,4468,3.54,3.54,0,0,0,3.54,0,0,0,158,851
8583815059,5/7/16,2810,6117,4.77,4.77,0,0,0,4.77,0,0,0,250,1190
1624580081,5/8/16,1427,3427,2.23,2.23,0,0,0,2.22,0,0,0,152,1288
1644430081,5/8/16,2987,6724,4.89,4.89,0,0,0,4.88,0,0,0,295,991
2022484408,5/8/16,1848,3292,2.31,2.31,0,0,0,2.31,0,0,0,135,1305
2026352035,5/8/16,1555,5528,3.45,3.45,0,0,0,3.45,0,0,0,258,610
2320127002,5/8/16,1821,5161,3.48,3.48,0,0,0,3.47,0,0,0,247,1193
2873212765,5/8/16,2096,8168,5.54,5.54,0,2.9,0,2.64,0,46,0,326,1068
4020332650,5/8/16,3089,5862,4.2,4.2,0,0,0,4.15,0,0,0,263,775
4319703577,5/8/16,1792,3672,2.46,2.46,0,0,0,2.46,0,0,0,153,603
6117666160,5/8/16,2250,7328,5.53,5.53,0,0,0,5.53,0,0,0,318,517
6290855005,5/8/16,2712,7706,5.83,5.83,0,0,0,5.82,0,0,0,251,1189
8378563200,5/8/16,2685,2943,2.33,2.33,0,0,0,2.33,0,0,0,139,621
1624580081,5/9/16,1328,1732,1.13,1.13,0,0,0,1.13,0,0,0,91,1349
2026352035,5/9/16,1869,10685,6.62,6.62,0,0,0,6.6,0,0,0,401,543
2320127002,5/9/16,1630,3090,2.08,2.08,0,0,0,2.08,0,0,0,145,1295
2873212765,5/9/16,1906,7726,5.19,5.19,0,0,0,5.19,0,0,0,345,1095
4445114986,5/9/16,2281,5275,3.54,3.54,0,0,0,3.54,0,0,0,266,641
6117666160,5/9/16,1248,4477,3.38,3.38,0,0,0,3.38,0,0,0,197,125
6290855005,5/9/16,2175,6277,4.75,4.75,0,0,0,4.73,0.02,0,0,264,800
1624580081,5/10/16,1393,2969,1.93,1.93,0,0,0,1.92,0.01,0,0,139,1301
2026352035,5/10/16,1141,254,0.16,0.16,0,0,0,0.16,0,0,0,17,1002
2320127002,5/10/16,1899,6227,4.2,4.2,0,0,0,4.2,0,0,0,290,1150
2873212765,5/10/16,1962,8275,5.56,5.56,0,0,0,5.55,0.01,0,0,373,1067
4020332650,5/10/16,2926,5546,3.98,3.98,0,0,0,3.87,0.04,0,0,206,774
4445114986,5/10/16,2181,3915,2.63,2.63,0,0,0,2.63,0,0,0,231,783
1624580081,5/11/16,1359,3134,2.04,2.04,0,0,0,2.04,0,0,0,112,1328
1644430081,5/11/16,1276,1329,0.97,0.97,0,0,0,0.95,0.01,0,0,49,713
2026352035,5/11/16,1698,8580,5.32,5.32,0,0,0,5.32,0,0,0,330,569
3977333714,5/11/16,52,746,0.5,0.5,0,0.37,0,0.13,0,4,0,9,13
5553957443,5/11/16,1693,4926,3.22,3.22,0,0,0,3.22,0,0,0,195,628
1624580081,5/12/16,1002,2971,1.93,1.93,0,0,0,1.92,0.01,0,0,107,890
2026352035,5/12/16,1364,8891,5.51,5.51,0,0,0,5.51,0,0,0,343,330
2873212765,5/12/16,1431,7566,5.11,5.11,0,0,0,5.11,0,0,0,268,720
4020332650,5/12/16,1120,590,0.42,0.42,0,0,0,0.41,0,0,0,21,721
4388161847,5/12/16,1623,3369,2.59,2.59,0,0,0,2.59,0,0,0,108,825
4445114986,5/12/16,1212,768,0.52,0.52,0,0,0,0.52,0,0,0,58,380
4558609924,5/12/16,1452,6307,4.17,4.17,0,0,0,4.17,0,0,0,247,736
4702921684,5/12/16,1240,2752,2.23,2.23,0,0,0,2.23,0,0,0,68,241
8253242879,4/12/16,2044,9033,7.16,7.16,0,5.43,0.14,1.59,0,40,2,154,1244
3372868164,4/17/16,1964,8199,5.88,5.88,0,1.41,0.1,4.36,0.01,11,2,322,1105
8877689391,4/22/16,3427,18258,16.31,16.31,0,10.23,0.03,5.97,0.05,61,2,236,1141
3372868164,4/23/16,1995,7396,5.07,5.07,0,1.4,0.08,3.58,0,20,2,303,1115
3372868164,4/26/16,2057,8283,5.79,5.79,0,1.85,0.05,3.87,0.01,22,2,333,1083
8583815059,5/1/16,2596,4512,3.52,3.52,0,0.78,0.12,2.04,0,10,2,117,1311
4445114986,5/3/16,2421,7502,5.18,5.18,0,2.48,0.11,2.58,0,30,2,233,725
2022484408,5/7/16,1995,6708,4.71,4.71,0,1.61,0.08,3.02,0,20,2,149,1269
2022484408,4/14/16,2312,10690,7.5,7.5,0,2.48,0.21,4.82,0,32,3,257,1148
2022484408,4/18/16,2770,14131,10.07,10.07,0,3.64,0.12,6.3,0,48,3,311,1078
3372868164,4/20/16,1867,4880,3.33,3.33,0,0.84,0.09,2.38,0.02,15,3,274,1148
8053475328,4/22/16,2655,10520,8.29,8.29,0,6.26,0.15,1.88,0,60,3,117,1260
6290855005,4/25/16,2771,7802,5.9,5.9,0,0.68,0.18,5.03,0.01,8,3,249,1180
8877689391,4/26/16,2860,11101,8.43,8.43,0,1.76,0.13,6.5,0,22,3,258,1157
8877689391,5/3/16,2817,10818,8.21,8.21,0,1.39,0.1,6.67,0.01,19,3,229,1189
8378563200,5/5/16,3783,8567,6.79,6.79,2.25,0.89,0.16,5.74,0,66,3,214,764
1644430081,4/15/16,2750,5263,3.83,3.83,0,0.22,0.15,3.45,0,3,4,170,1263
6962181067,4/20/16,2174,13928,9.55,9.55,0,4.28,0.19,5.09,0,48,4,297,639
8253242879,4/24/16,1976,8905,7.13,7.13,0,5.6,0.19,1.34,0,41,4,82,1313
8378563200,4/27/16,3061,7359,5.84,5.84,0,0.33,0.18,5.33,0,4,4,192,676
3372868164,4/30/16,1946,5250,3.58,3.58,0,1.06,0.09,2.42,0.01,17,4,300,1119
8877689391,4/30/16,4398,27745,26.72,26.72,0,21.66,0.08,4.93,0,124,4,223,1089
4388161847,5/2/16,3147,10096,8.4,8.4,0,3.77,0.08,4.55,0,33,4,204,935
4445114986,5/2/16,2336,6910,4.75,4.75,0,2.21,0.19,2.35,0,27,4,200,667
8378563200,5/2/16,3491,6064,4.81,4.81,2.09,0.63,0.17,4.01,0,63,4,142,802
4445114986,5/7/16,2123,5183,3.59,3.59,0,2.13,0.19,1.25,0,26,4,108,866
8877689391,5/8/16,2847,10686,8.11,8.11,0,1.08,0.2,6.8,0,17,4,245,1174
8583815059,5/9/16,2947,9877,7.7,7.7,0,5.76,0.17,1.73,0,66,4,110,1260
7086361926,5/12/16,1199,3789,2.56,2.56,0,0.38,0.27,1.89,0,5,4,58,343
2022484408,4/13/16,2601,12024,8.5,8.5,0,2.99,0.1,5.41,0,43,5,292,1100
8053475328,4/14/16,3411,20159,15.97,15.97,0,12.34,0.21,3.36,0,119,5,193,1123
8253242879,4/17/16,2112,10204,7.91,7.91,0,5.43,0.15,2.33,0,41,5,157,1237
8877689391,4/18/16,2761,11423,8.67,8.67,0,2.44,0.27,5.94,0,29,5,191,1215
2873212765,4/20/16,2094,9202,6.3,6.3,0,1.51,0.12,4.66,0.01,22,5,378,1035
8053475328,4/20/16,3043,15108,12.19,12.19,0,9.58,0.23,2.38,0,89,5,158,695
2873212765,4/23/16,2021,9317,6.35,6.35,0,2.09,0.23,4.02,0.01,28,5,330,1077
4388161847,4/23/16,3306,13236,10.18,10.18,0,4.5,0.32,5.35,0,58,5,215,749
4558609924,4/23/16,2085,6890,4.55,4.55,0,0.34,0.2,4.01,0,5,5,308,1122
1503960366,4/24/16,1788,10039,6.41,6.41,0,2.92,0.21,3.28,0,39,5,238,709
4319703577,4/24/16,1880,4081,2.74,2.74,0,0.06,0.2,2.47,0,1,5,191,692
2320127002,4/25/16,1654,3588,2.42,2.42,0,0.23,0.2,1.99,0,3,5,152,1280
2873212765,4/26/16,1882,8242,5.54,5.54,0,0.12,0.18,5.24,0,2,5,309,1124
8053475328,4/26/16,2846,12685,9.62,9.62,0,6.31,0.2,3.1,0,68,5,185,1182
8253242879,4/27/16,2008,10232,8.18,8.18,0,6.24,0.23,1.7,0,45,5,104,1286
8583815059,4/27/16,3142,12474,9.73,9.73,0,6.6,0.27,2.87,0,77,5,129,1229
8877689391,4/29/16,2698,9733,7.39,7.39,0,1.38,0.17,5.79,0,18,5,210,1207
4702921684,5/5/16,3006,8614,6.99,6.99,0,0.67,0.22,6.09,0,8,5,241,745
2873212765,5/6/16,1910,7063,4.75,4.75,0,0,0.12,4.61,0.01,0,5,370,1065
8378563200,5/6/16,3644,7045,5.59,5.59,2.09,1.55,0.25,3.78,0,74,5,166,831
6775888955,5/7/16,1032,1967,1.41,1.41,0,0.13,0.24,1.05,0,2,5,49,551
4020332650,5/9/16,2785,4556,3.27,3.27,0,0.2,0.12,2.94,0,3,5,173,1225
7086361926,4/12/16,2772,11317,8.41,8.41,0,5.27,0.15,2.97,0,59,6,153,745
7007744171,4/14/16,2668,11179,8.24,7.48,3.29,2.95,0.34,4.96,0,34,6,304,1096
4057192912,4/15/16,1527,3984,2.95,2.95,0,0.21,0.26,2.44,0,3,6,88,873
6117666160,4/15/16,2865,14019,10.59,10.59,0,0,0.28,10.3,0,0,6,513,921
8053475328,4/16/16,2867,14549,11.11,11.11,0,9.36,0.27,1.49,0,96,6,83,1255
2873212765,4/18/16,1890,7762,5.24,5.24,0,0.07,0.28,4.89,0,1,6,311,1122
4445114986,4/18/16,2248,6155,4.24,4.24,0,2,0.29,1.95,0,25,6,162,1247
8053475328,4/18/16,3133,17076,12.66,12.66,0,9.08,0.23,3.35,0,102,6,195,1137
7086361926,4/21/16,2463,9469,6.18,6.18,0,1.36,0.3,4.51,0,19,6,206,758
8053475328,4/21/16,3103,16057,12.51,12.51,0,9.67,0.25,2.58,0,100,6,170,1164
8877689391,4/23/16,3891,11200,7.43,7.43,0,0,0,7.4,0.01,102,6,300,1032
1927972279,4/24/16,2324,2090,1.45,1.45,0,0.07,0.24,1.14,0,1,6,75,1358
7086361926,4/27/16,2693,11107,8.34,8.34,0,5.63,0.18,2.53,0,55,6,145,829
1624580081,5/2/16,1497,7155,4.93,4.93,0,0.86,0.59,3.47,0,7,6,166,1261
2320127002,5/2/16,1613,3634,2.45,2.45,0,0.36,0.21,1.88,0,5,6,123,1306
2873212765,5/3/16,1906,7412,4.98,4.98,0,0.06,0.25,4.66,0.01,1,6,363,1070
4445114986,5/5/16,2120,3800,2.55,2.55,0,0.12,0.24,2.18,0,2,6,185,734
1503960366,5/6/16,1896,12159,8.03,8.03,0,1.97,0.25,5.81,0,24,6,289,754
1644430081,5/6/16,3328,9787,7.12,7.12,0,0.82,0.27,6.01,0.02,11,6,369,1054
1644430081,5/9/16,3008,6643,4.83,4.83,0,2.39,0.35,2.09,0.01,32,6,303,1099
5553957443,5/12/16,741,3121,2.04,2.04,0,0.58,0.4,1.06,0,8,6,48,222
8378563200,5/12/16,1976,4561,3.62,3.62,0,0.65,0.27,2.69,0,8,6,102,433
8877689391,4/12/16,3921,23186,20.4,20.4,0,12.22,0.34,7.82,0,85,7,312,1036
4558609924,4/13/16,1722,4978,3.29,3.29,0,1.24,0.44,1.61,0,19,7,127,1287
2347167796,4/17/16,1882,5472,3.62,3.62,0,0.08,0.28,3.26,0,1,7,249,508
1624580081,4/18/16,1604,10536,7.41,7.41,0,2.15,0.62,4.62,0.01,17,7,202,1214
2320127002,4/18/16,1905,6559,4.42,4.42,0,0,0.26,4.14,0,0,7,260,1173
3372868164,4/18/16,2014,6798,4.64,4.64,0,1.08,0.2,3.35,0,20,7,343,1070
2022484408,4/19/16,2489,11548,8.53,8.53,0,3.29,0.24,5,0,31,7,250,1152
2347167796,4/19/16,2346,6711,4.44,4.44,0,0,0,4.44,0,0,7,382,648
8053475328,4/19/16,3114,15929,12.48,12.48,0,9.22,0.31,2.95,0,90,7,191,1152
3372868164,4/24/16,1921,6731,4.59,4.59,0,0.89,0.19,3.49,0.02,14,7,292,1127
6117666160,4/26/16,2450,9543,7.21,7.21,0,0,0.34,6.87,0,0,7,352,1077
6962181067,4/26/16,2012,10433,6.9,6.9,0,2.58,0.42,3.9,0,36,7,254,680
2873212765,4/28/16,1835,7913,5.41,5.41,0,2.16,0.34,2.91,0,28,7,213,1192
1844505072,5/1/16,1541,2573,1.7,1.7,0,0,0.26,1.45,0,0,7,75,585
1644430081,5/2/16,2580,3758,2.73,2.73,0,0.07,0.31,2.35,0,1,7,148,682
2873212765,5/2/16,1878,7525,5.06,5.06,0,0,0.21,4.83,0.02,0,7,334,1099
6962181067,5/11/16,1855,6722,4.44,4.44,0,1.49,0.31,2.65,0,24,7,199,709
8053475328,5/11/16,2809,12209,9.4,9.4,0,6.08,0.28,3.04,0,60,7,184,1189
2026352035,4/12/16,1459,4414,2.74,2.74,0,0.19,0.35,2.2,0,3,8,181,706
7007744171,4/12/16,2937,14172,10.29,9.48,4.87,4.5,0.38,5.41,0,53,8,355,1024
8053475328,4/12/16,3186,18060,14.12,14.12,0,11.64,0.39,2.1,0,116,8,123,1193
2873212765,4/13/16,2004,7618,5.12,5.12,0,0,0.22,4.88,0.02,0,8,404,1028
3372868164,4/13/16,2093,9715,6.63,6.63,0,0.99,0.34,5.27,0.02,16,8,371,1045
4702921684,4/15/16,2896,6506,5.28,5.28,0,0.07,0.42,4.79,0,1,8,256,944
8053475328,4/15/16,3410,20669,16.24,16.24,0,13.26,0.39,2.59,0,132,8,158,1142
1844505072,4/17/16,1793,4525,2.99,2.99,0,0.14,0.26,2.59,0,2,8,199,1231
2873212765,4/17/16,1529,2524,1.7,1.7,0,0,0.35,1.34,0,0,8,160,1272
4388161847,4/18/16,3274,11009,9.1,9.1,0,3.56,0.4,5.14,0,27,8,239,1017
4702921684,4/19/16,2812,6708,5.44,5.44,0,0.88,0.37,4.19,0,10,8,179,757
8378563200,4/20/16,3787,9388,7.44,7.44,2.09,2.23,0.44,4.78,0,82,8,169,763
1503960366,4/21/16,1775,9819,6.34,6.34,0,1.34,0.35,4.65,0,19,8,211,838
4388161847,4/24/16,2885,10243,7.88,7.88,0,1.08,0.51,6.3,0,14,8,239,584
8792009665,4/24/16,1799,400,0.26,0.26,0,0.04,0.05,0.16,0,3,8,19,1410
2022484408,4/25/16,2470,11369,8.01,8.01,0,3.33,0.22,4.46,0,44,8,217,1171
4319703577,4/25/16,2314,9259,6.21,6.21,0,0,0.28,5.93,0,0,8,390,544
8877689391,4/27/16,3808,23629,20.65,20.65,0,13.07,0.44,7.1,0,93,8,235,1104
3977333714,4/28/16,1407,7114,4.88,4.88,0,1.37,0.29,3.22,0,15,8,190,804
4319703577,4/28/16,2367,10817,7.28,7.28,0,1.01,0.33,5.94,0,13,8,359,552
6962181067,4/28/16,2182,12627,8.35,8.35,0,2.51,0.24,5.59,0,38,8,288,621
8877689391,4/28/16,3060,14890,11.3,11.3,0,4.93,0.38,5.97,0,58,8,231,1143
8053475328,4/29/16,2794,12315,9.65,9.65,0,6.17,0.31,3.17,0,58,8,159,1215
1927972279,5/2/16,2505,3790,2.62,2.62,0,1.16,0.3,1.16,0,16,8,94,1322
2022484408,5/2/16,2473,10379,7.29,7.29,0,2.61,0.34,4.33,0,36,8,277,1119
5577150313,5/3/16,3795,11045,8.25,8.25,0,4.52,0.15,3.57,0,97,8,212,580
8053475328,5/4/16,2918,14581,11.15,11.15,0,8.82,0.4,1.91,0,89,8,123,1220
8877689391,5/4/16,3477,18193,16.3,16.3,0,10.42,0.31,5.53,0,66,8,212,1154
4558609924,5/5/16,2262,10611,7.01,7.01,0,1.01,0.5,5.51,0,14,8,370,1048
1503960366,5/8/16,1740,10060,6.58,6.58,0,3.53,0.32,2.73,0,44,8,203,574
5553957443,5/8/16,1762,6083,4,4,0,0.22,0.47,3.3,0,3,8,210,505
4020332650,5/11/16,2645,3689,2.65,2.65,0,0.11,0.17,2.33,0,2,8,134,1296
6962181067,5/12/16,928,3587,2.37,2.37,0,0,0.25,2.11,0,0,8,105,127
2320127002,4/12/16,2124,10725,7.49,7.49,0,1.17,0.31,6.01,0,13,9,306,1112
1927972279,4/14/16,2383,2163,1.5,1.5,0,0,0.4,1.1,0,0,9,88,1292
4319703577,4/14/16,2302,10210,6.88,6.88,0,0.11,0.33,6.44,0,1,9,339,589
2022484408,4/15/16,2525,11034,8.03,8.03,0,1.94,0.31,5.78,0,27,9,282,1122
4388161847,4/16/16,3073,6580,5.06,5.06,0,0.21,0.4,4.45,0,6,9,253,609
4319703577,4/18/16,1632,2276,1.55,1.55,0,0.07,0.33,1.12,0,1,9,58,824
4558609924,4/19/16,1876,5401,3.57,3.57,0,0.05,0.36,3.16,0,1,9,248,1182
3372868164,4/21/16,2124,8857,6.07,6.07,0,1.15,0.26,4.64,0.01,18,9,376,1037
3977333714,4/25/16,1570,11177,8.48,8.48,0,5.62,0.43,2.41,0,50,9,133,781
8053475328,4/25/16,3403,20500,15.69,15.69,0,11.37,0.46,3.86,0,118,9,209,1104
2347167796,4/27/16,2194,11423,7.58,7.58,0,1.86,0.4,5.32,0,26,9,295,623
4388161847,4/28/16,2969,10074,7.75,7.75,0,1.29,0.43,6.03,0,19,9,234,878
4702921684,4/28/16,3033,9023,7.32,7.32,0,1.13,0.42,5.77,0,14,9,232,738
8053475328,4/28/16,3062,15447,12.4,12.4,0,9.67,0.39,2.35,0,90,9,153,1188
5553957443,5/2/16,1996,9769,6.38,6.38,0,1.06,0.41,4.9,0,23,9,227,724
5577150313,5/4/16,2755,5206,3.89,3.89,0,1.56,0.25,2.08,0,25,9,141,631
8053475328,5/5/16,2950,14990,11.51,11.51,0,8.85,0.45,2.21,0,93,9,130,1208
5553957443,5/6/16,1916,9632,6.29,6.29,0,1.52,0.54,4.23,0,21,9,229,761
1503960366,4/16/16,1863,12669,8.16,8.16,0,2.71,0.41,5.04,0,36,10,221,773
8378563200,4/18/16,4157,13630,10.81,10.81,2.09,5.05,0.56,5.2,0,117,10,174,720
8583815059,4/19/16,2668,5697,4.44,4.44,0,0.53,0.48,3.44,0,7,10,166,1257
6117666160,4/20/16,2536,10449,8.02,8.02,0,2.03,0.48,5.52,0,26,10,349,587
8792009665,4/20/16,2188,3147,2.01,2.01,0,0,0.28,1.74,0,0,10,139,744
2320127002,4/21/16,1610,3404,2.29,2.29,0,0.06,0.42,1.81,0,1,10,127,1302
2873212765,4/21/16,1970,8859,5.98,5.98,0,0.13,0.37,5.47,0.01,2,10,371,1057
2022484408,4/22/16,2638,12954,9.33,9.33,0,4.43,0.42,4.47,0,52,10,273,1105
8378563200,4/23/16,2908,5709,4.53,4.53,0,1.52,0.52,2.48,0,19,10,136,740
4558609924,4/25/16,2225,8095,5.35,5.35,0,0.59,0.25,4.51,0,18,10,340,993
3977333714,4/27/16,1377,7193,5.04,5.04,0,0,0.42,4.62,0,0,10,176,714
8053475328,4/27/16,2852,12422,9.82,9.82,0,6.46,0.43,2.93,0,60,10,183,1187
8378563200,4/28/16,2884,5417,4.3,4.3,0,0.9,0.49,2.91,0,11,10,139,711
8378563200,5/1/16,3369,11419,9.06,9.06,0,6.03,0.56,2.47,0,71,10,127,669
2320127002,5/3/16,1878,7443,5.02,5.02,0,1.49,0.37,3.16,0,20,10,206,1204
4558609924,5/3/16,1953,5267,3.48,3.48,0,0.6,0.28,2.6,0,21,10,237,1172